Num,Subject IDs,Time,Duration,Source,Source Details,IP,NodeId,Node,Info_Q1,Info_Q2,Info_Q3,Info_Q4,Info_Q5,Info_Q6,Info_Q7,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,Que_Q15,Que_Q16,Que_Q17,NodeId,Node,Que_Q2_1,Que_Q3_1,Que_Q4_1,Que_Q5_1,NodeId,Node,Que_Q2_item1,Que_Q2_item2,Que_Q3_item1,Que_Q3_item2,Que_Q4_item1,Que_Q4_item2,Que_Q5_item1,Que_Q5_item2
序号,被试者记录ID,提交答卷时间,所用时间,来源,来源详情,IP,节点id,节点名称,1、您的年龄是多少？,2、您的性别是？,3、您完成的最高学历是什么？,4、您目前的职业是什么？,5、您的家庭年收入是多少？,6、您的婚姻状况是？,7、您有几个孩子？,节点id,节点名称,2、请问您在参与本次实验过程中的情绪如何？&nbsp;,3、请问您觉得此图片的拍摄质量如何？,4、请问您觉得此图片的拍摄质量如何？,5、请问您觉得此图片的拍摄质量如何？,6、请问您觉得此图片的拍摄质量如何？,7、请问您觉得此图片的拍摄质量如何？,8、请问您觉得此图片的拍摄质量如何？,9、请问您觉得此图片的拍摄质量如何？,10、请问您觉得此图片的拍摄质量如何？,吸引力1,吸引力2,吸引力3,吸引力4,节点id,节点名称,2、,3、,4、,5、,6、,7、,8、,9、,10、,11、,12、,13、,14、,15、,16、,17、,节点id,节点名称,2、对于一块蛋糕，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,3、对于一个甜甜圈，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,4、对于一个三明治，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,5、对于一杯啤酒，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,节点id,节点名称,1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间)
144,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,图片1,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,35,44,45,39,"	865248536340602882",图片展示和支付意愿,38,20,43,13,35,13,46,17
145,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,兼职工作,￥50000到￥100000,已婚,1个,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,中质量,低质量,中质量,中质量,中质量,图片2,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,37,41,46,43,"	865248536340602882",图片展示和支付意愿,42,18,45,18,48,23,40,18
146,***,***,***,***,***,***,"	865248532553146371",个人信息,55-64岁,女,高中以下,失业,少于￥50000,分居,2个,"	865248533438144513",其他测试,正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片1,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,45,48,48,42,"	865248536340602882",图片展示和支付意愿,48,25,34,10,30,24,41,22
147,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,高中毕业或同等学历,全职工作,￥50000到￥100000,已婚,3个,"	865248533438144513",其他测试,正面,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,无区别,图片1,无区别,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,34,42,40,40,"	865248536340602882",图片展示和支付意愿,47,14,46,14,46,19,46,18
148,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,全职工作,￥50000到￥100000,已婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,中质量,中质量,低质量,中质量,中质量,中质量,无区别,图片2,图片2,图片2,"	865248534461554690",记忆测试,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,34,40,34,40,"	865248536340602882",图片展示和支付意愿,19,20,47,35,41,19,42,17
149,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,未见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,40,38,41,37,"	865248536340602882",图片展示和支付意愿,42,21,42,16,46,15,40,35
150,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,全职工作,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,44,38,45,45,"	865248536340602882",图片展示和支付意愿,43,21,49,13,40,14,35,18
151,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,学士学位,兼职工作,￥100000到￥200000,离婚,3个,"	865248533438144513",其他测试,非常正面,中质量,低质量,中质量,中质量,低质量,中质量,中质量,中质量,图片2,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,40,49,48,44,"	865248536340602882",图片展示和支付意愿,38,20,35,20,40,18,43,10
152,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中以下,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,图片2,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,未见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,42,41,48,40,"	865248536340602882",图片展示和支付意愿,48,18,44,18,44,12,42,19
153,***,***,***,***,***,***,"	865248532553146371",个人信息,18岁以下,女,高中以下,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,无区别,无区别,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,42,47,45,46,"	865248536340602882",图片展示和支付意愿,43,10,44,19,36,19,49,20
154,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,男,高中毕业或同等学历,全职工作,￥50000到￥100000,已婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,无区别,无区别,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,45,40,45,44,"	865248536340602882",图片展示和支付意愿,30,23,44,18,44,13,43,15
155,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,高中以下,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,图片2,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,36,45,40,44,"	865248536340602882",图片展示和支付意愿,40,16,42,11,21,18,41,13
156,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,学士学位,兼职工作,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,中立,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,39,42,42,47,"	865248536340602882",图片展示和支付意愿,36,19,44,13,36,22,42,12
157,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,女,学士学位,兼职工作,￥100000到￥200000,已婚,3个,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,无区别,无区别,无区别,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,40,46,47,46,"	865248536340602882",图片展示和支付意愿,40,15,43,16,44,20,44,16
158,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,男,高中毕业或同等学历,全职工作,少于￥50000,已婚,无,"	865248533438144513",其他测试,正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,图片1,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,42,49,47,48,"	865248536340602882",图片展示和支付意愿,43,19,46,20,35,24,46,16
159,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,全职工作,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,37,39,44,37,"	865248536340602882",图片展示和支付意愿,41,19,48,15,38,22,45,10
160,***,***,***,***,***,***,"	865248532553146371",个人信息,45-54岁,男,高中以下,全职工作,少于￥50000,已婚,3个,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,无区别,图片2,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,38,42,47,45,"	865248536340602882",图片展示和支付意愿,41,20,47,18,35,15,49,18
161,***,***,***,***,***,***,"	865248532553146371",个人信息,55-64岁,女,高中以下,全职工作,少于￥50000,已婚,1个,"	865248533438144513",其他测试,中立,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,图片2,图片2,无区别,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,43,48,44,49,"	865248536340602882",图片展示和支付意愿,49,20,49,15,46,11,45,16
162,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,图片2,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,43,47,46,46,"	865248536340602882",图片展示和支付意愿,35,18,49,19,39,17,42,20
163,***,***,***,***,***,***,"	865248532553146371",个人信息,55-64岁,男,高中以下,全职工作,少于￥50000,已婚,3个,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,无区别,无区别,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,44,47,45,49,"	865248536340602882",图片展示和支付意愿,15,17,46,18,35,18,42,11
164,***,***,***,***,***,***,"	865248532553146371",个人信息,45-54岁,女,高中毕业或同等学历,兼职工作,￥50000到￥100000,单身从未结婚,1个,"	865248533438144513",其他测试,正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片1,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,见过,未见过,未见过,"	865248535963115521",支付意愿评估,37,37,43,43,"	865248536340602882",图片展示和支付意愿,41,17,31,14,15,12,44,16
165,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,女,学士学位,自由职业,￥200000到￥500000,已婚,2个,"	865248533438144513",其他测试,正面,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,42,47,43,47,"	865248536340602882",图片展示和支付意愿,37,14,44,13,35,23,42,20
166,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,博士学位,全职工作,￥500000到￥1000000,已婚,无,"	865248533438144513",其他测试,正面,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,图片2,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,45,43,47,48,"	865248536340602882",图片展示和支付意愿,45,24,41,13,38,20,46,19
167,***,***,***,***,***,***,"	865248532553146371",个人信息,55-64岁,男,博士学位,退休,￥500000到￥1000000,已婚,2个,"	865248533438144513",其他测试,非常正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片2,无区别,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,47,47,45,48,"	865248536340602882",图片展示和支付意愿,47,25,47,20,41,25,47,13
168,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,自由职业,￥200000到￥500000,已婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,图片1,图片2,图片2,无区别,"	865248534461554690",记忆测试,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,41,47,42,41,"	865248536340602882",图片展示和支付意愿,47,21,44,17,39,20,33,24
169,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,男,学士学位,全职工作,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,图片1,无区别,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,34,43,49,48,"	865248536340602882",图片展示和支付意愿,35,13,43,33,43,13,43,15
170,***,***,***,***,***,***,"	865248532553146371",个人信息,45-54岁,男,硕士学位,自由职业,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,41,39,44,43,"	865248536340602882",图片展示和支付意愿,40,24,48,16,47,17,46,25
171,***,***,***,***,***,***,"	865248532553146371",个人信息,18岁以下,男,高中以下,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,42,47,27,44,"	865248536340602882",图片展示和支付意愿,41,17,42,17,25,18,43,14
172,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,-999,-999,-999,-999,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
173,***,***,***,***,***,***,"	865248532553146371",个人信息,45-54岁,男,学士学位,兼职工作,￥50000到￥100000,已婚,1个,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,低质量,中质量,中质量,中质量,图片2,无区别,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,40,43,34,46,"	865248536340602882",图片展示和支付意愿,15,11,42,20,29,23,45,20
174,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,高中毕业或同等学历,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片2,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,41,45,43,48,"	865248536340602882",图片展示和支付意愿,44,17,40,11,37,16,47,19
175,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,兼职工作,￥50000到￥100000,已婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,图片2,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,47,45,41,45,"	865248536340602882",图片展示和支付意愿,41,22,41,12,41,19,42,15
